year,province,vocational_major,skill_name,total_demand,avg_salary_offered,total_supply,certification_rate,SGI,status_gap,cluster_label
2023,Nusa Tenggara Barat,Teknik Otomasi Industri (TOI),Otomasi Industri,1953,7448790,2589,0.56,-0.325652841781874,Surplus,1
2023,Nusa Tenggara Barat,Teknik Otomasi Industri (TOI),Internet of Things (IoT),1289,9633177,1421,0.61,-0.1024049650892164,Surplus,0
2023,Nusa Tenggara Barat,Teknik Logistik,Supply Chain Digital,2825,8153597,1014,0.53,0.6410619469026548,Kritis,0
2023,Nusa Tenggara Barat,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,1617,7397480,2145,0.69,-0.3265306122448979,Surplus,1
2023,Nusa Tenggara Barat,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2025,10918900,2178,0.66,-0.0755555555555555,Surplus,0
2023,Nusa Tenggara Barat,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,2849,4957164,2597,0.75,0.0884520884520884,Waspada,0
2023,Nusa Tenggara Barat,Multimedia/DKV,Desain Grafis & UI/UX,1612,5331831,1813,0.62,-0.1246898263027295,Surplus,0
2023,Nusa Tenggara Barat,Multimedia/DKV,Content Creation,1928,8169720,1951,0.57,-0.0119294605809128,Surplus,0
2023,Nusa Tenggara Timur,Teknik Komputer & Jaringan (TKJ),Cloud Computing,1875,11922313,1792,0.63,0.0442666666666666,Waspada,0
2023,Nusa Tenggara Timur,Teknik Komputer & Jaringan (TKJ),Cyber Security,3092,7440328,1651,0.57,0.4660413971539456,Waspada,0
2023,Nusa Tenggara Timur,Rekayasa Perangkat Lunak (RPL),Web Development,3439,12126434,1593,0.8,0.536783948822332,Kritis,0
2023,Nusa Tenggara Timur,Rekayasa Perangkat Lunak (RPL),Data Analytics,2322,8770001,1052,0.77,0.5469422911283376,Kritis,0
2023,Nusa Tenggara Timur,Teknik Otomasi Industri (TOI),Otomasi Industri,2208,8922263,2775,0.85,-0.2567934782608695,Surplus,1
2023,Nusa Tenggara Timur,Teknik Otomasi Industri (TOI),Internet of Things (IoT),1236,6155531,1049,0.78,0.151294498381877,Waspada,0
2023,Nusa Tenggara Timur,Teknik Logistik,Supply Chain Digital,2748,11790102,2691,0.68,0.0207423580786026,Waspada,0
2023,Nusa Tenggara Timur,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,3464,11506024,2704,0.45,0.2193995381062355,Waspada,0
2023,Nusa Tenggara Timur,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,3021,5698320,4335,0.6,-0.4349553128103277,Surplus,1
2023,Nusa Tenggara Timur,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,3309,6807635,1695,0.71,0.4877606527651859,Waspada,0
2023,Nusa Tenggara Timur,Multimedia/DKV,Desain Grafis & UI/UX,3103,8064908,3169,0.61,-0.0212697389622945,Surplus,0
2023,Nusa Tenggara Timur,Multimedia/DKV,Content Creation,1898,11286460,3532,0.48,-0.8609062170706007,Surplus,1
2023,Kalimantan Barat,Teknik Komputer & Jaringan (TKJ),Cloud Computing,1275,8421581,1705,0.81,-0.3372549019607843,Surplus,1
2023,Kalimantan Barat,Teknik Komputer & Jaringan (TKJ),Cyber Security,2050,8399865,851,0.46,0.5848780487804878,Kritis,0
2023,Kalimantan Barat,Rekayasa Perangkat Lunak (RPL),Web Development,2590,10182287,749,0.36,0.7108108108108108,Kritis,0
2023,Kalimantan Barat,Rekayasa Perangkat Lunak (RPL),Data Analytics,2084,12790340,1052,0.75,0.4952015355086372,Waspada,0
2023,Kalimantan Barat,Teknik Otomasi Industri (TOI),Otomasi Industri,1595,7117336,2594,0.53,-0.6263322884012539,Surplus,1
2023,Kalimantan Barat,Teknik Otomasi Industri (TOI),Internet of Things (IoT),2692,8588340,2296,0.83,0.1471025260029717,Waspada,0
2023,Kalimantan Barat,Teknik Logistik,Supply Chain Digital,2367,7186488,1244,0.83,0.474440219687368,Waspada,0
2023,Kalimantan Barat,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,2262,10651244,1929,0.73,0.1472148541114058,Waspada,0
2023,Kalimantan Barat,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2265,11637433,3246,0.78,-0.433112582781457,Surplus,1
2023,Kalimantan Barat,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,1833,5333636,1477,0.71,0.1942171303873431,Waspada,0
2023,Kalimantan Barat,Multimedia/DKV,Desain Grafis & UI/UX,2438,7076360,2241,0.47,0.0808039376538146,Waspada,0
2023,Kalimantan Barat,Multimedia/DKV,Content Creation,2153,9226219,3675,0.68,-0.706920575940548,Surplus,1
2023,Kalimantan Tengah,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2742,6132397,770,0.83,0.7191830780452224,Kritis,0
2023,Kalimantan Tengah,Teknik Komputer & Jaringan (TKJ),Cyber Security,2876,13906824,1139,0.74,0.6039638386648123,Kritis,0
2023,Kalimantan Tengah,Rekayasa Perangkat Lunak (RPL),Web Development,2417,11703836,705,0.65,0.7083160943318163,Kritis,0
2023,Kalimantan Tengah,Rekayasa Perangkat Lunak (RPL),Data Analytics,2645,11043669,923,0.35,0.6510396975425331,Kritis,0
2023,Kalimantan Tengah,Teknik Otomasi Industri (TOI),Otomasi Industri,1699,13115390,2636,0.54,-0.5515008828722778,Surplus,1
2023,Kalimantan Tengah,Teknik Otomasi Industri (TOI),Internet of Things (IoT),1416,13583148,2179,0.46,-0.5388418079096046,Surplus,1
2023,Kalimantan Tengah,Teknik Logistik,Supply Chain Digital,2355,10209861,1170,0.37,0.5031847133757962,Kritis,0
2023,Kalimantan Tengah,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,3010,13215398,1169,0.51,0.6116279069767442,Kritis,0
2023,Kalimantan Tengah,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,1290,5248345,1981,0.61,-0.5356589147286822,Surplus,1
2023,Kalimantan Tengah,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,1238,8485501,1943,0.4,-0.5694668820678513,Surplus,1
2023,Kalimantan Tengah,Multimedia/DKV,Desain Grafis & UI/UX,1372,9784445,2418,0.47,-0.7623906705539358,Surplus,1
2023,Kalimantan Tengah,Multimedia/DKV,Content Creation,2281,11802587,2022,0.59,0.1135466900482244,Waspada,0
2023,Kalimantan Selatan,Teknik Komputer & Jaringan (TKJ),Cloud Computing,1655,6254908,1739,0.35,-0.0507552870090634,Surplus,0
2023,Kalimantan Selatan,Teknik Komputer & Jaringan (TKJ),Cyber Security,2094,8119144,1130,0.49,0.4603629417382999,Waspada,0
2023,Kalimantan Selatan,Rekayasa Perangkat Lunak (RPL),Web Development,3158,10606466,1808,0.85,0.4274857504749841,Waspada,0
2023,Kalimantan Selatan,Rekayasa Perangkat Lunak (RPL),Data Analytics,3196,10104509,1004,0.85,0.685857321652065,Kritis,0
2023,Kalimantan Selatan,Teknik Otomasi Industri (TOI),Otomasi Industri,1704,9749499,2695,0.61,-0.5815727699530516,Surplus,1
2023,Kalimantan Selatan,Teknik Otomasi Industri (TOI),Internet of Things (IoT),2023,9208224,1326,0.54,0.3445378151260504,Waspada,0
2023,Kalimantan Selatan,Teknik Logistik,Supply Chain Digital,2133,10503737,1979,0.4,0.0721987810595405,Waspada,0
2023,Kalimantan Selatan,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,1884,9648287,2629,0.81,-0.3954352441613588,Surplus,1
2023,Kalimantan Selatan,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,3420,5621052,3972,0.57,-0.1614035087719298,Surplus,0
2023,Kalimantan Selatan,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,2014,7025300,2881,0.53,-0.4304865938430983,Surplus,1
2023,Kalimantan Selatan,Multimedia/DKV,Desain Grafis & UI/UX,1279,6334837,1909,0.85,-0.4925723221266614,Surplus,1
2023,Kalimantan Selatan,Multimedia/DKV,Content Creation,1402,9726203,2790,0.63,-0.9900142653352354,Surplus,1
2023,Kalimantan Timur,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2452,5223570,1374,0.56,0.4396411092985318,Waspada,0
2023,Kalimantan Timur,Teknik Komputer & Jaringan (TKJ),Cyber Security,2755,10021816,1274,0.47,0.5375680580762251,Kritis,0
2023,Kalimantan Timur,Rekayasa Perangkat Lunak (RPL),Web Development,3294,6914792,1352,0.79,0.5895567698846388,Kritis,0
2023,Kalimantan Timur,Rekayasa Perangkat Lunak (RPL),Data Analytics,2749,11350670,1577,0.4,0.4263368497635504,Waspada,0
2023,Kalimantan Timur,Teknik Otomasi Industri (TOI),Otomasi Industri,2596,11725877,2289,0.77,0.1182588597842835,Waspada,0
2023,Kalimantan Timur,Teknik Otomasi Industri (TOI),Internet of Things (IoT),1670,9918922,2064,0.37,-0.2359281437125748,Surplus,1
2023,Kalimantan Timur,Teknik Logistik,Supply Chain Digital,2235,11977545,2913,0.83,-0.3033557046979865,Surplus,1
2023,Kalimantan Timur,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,2167,10328983,2301,0.78,-0.0618366405168435,Surplus,0
2023,Kalimantan Timur,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,1867,4960775,4158,0.46,-1.22710230316015,Surplus,1
2023,Kalimantan Timur,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,2345,7467867,2603,0.64,-0.1100213219616204,Surplus,0
2023,Kalimantan Timur,Multimedia/DKV,Desain Grafis & UI/UX,1289,11455623,2475,0.63,-0.9200930954228084,Surplus,1
2023,Kalimantan Timur,Multimedia/DKV,Content Creation,1739,8966500,2490,0.61,-0.4318573893041978,Surplus,1
2023,Kalimantan Utara,Teknik Komputer & Jaringan (TKJ),Cloud Computing,1240,13979875,832,0.77,0.3290322580645161,Waspada,0
2023,Kalimantan Utara,Teknik Komputer & Jaringan (TKJ),Cyber Security,3146,9378238,1385,0.53,0.559758423394787,Kritis,0
2023,Kalimantan Utara,Rekayasa Perangkat Lunak (RPL),Web Development,2424,8810912,1511,0.8,0.3766501650165016,Waspada,0
2023,Kalimantan Utara,Rekayasa Perangkat Lunak (RPL),Data Analytics,3236,10362067,749,0.8,0.7685414091470952,Kritis,0
2023,Kalimantan Utara,Teknik Otomasi Industri (TOI),Otomasi Industri,2124,6400396,1404,0.73,0.3389830508474576,Waspada,0
2023,Kalimantan Utara,Teknik Otomasi Industri (TOI),Internet of Things (IoT),2781,13311010,1790,0.59,0.3563466379000359,Waspada,0
2023,Kalimantan Utara,Teknik Logistik,Supply Chain Digital,1589,7296081,2422,0.62,-0.5242290748898678,Surplus,1
2023,Kalimantan Utara,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,1455,5375278,2132,0.65,-0.4652920962199313,Surplus,1
2023,Kalimantan Utara,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,3144,5978049,2328,0.5,0.2595419847328244,Waspada,0
2023,Kalimantan Utara,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,1209,11936029,1111,0.78,0.0810587262200165,Waspada,0
2023,Kalimantan Utara,Multimedia/DKV,Desain Grafis & UI/UX,2076,8114692,2884,0.67,-0.3892100192678227,Surplus,1
2023,Kalimantan Utara,Multimedia/DKV,Content Creation,2215,11085088,2211,0.38,0.001805869074492,Waspada,0
2023,Sulawesi Utara,Teknik Komputer & Jaringan (TKJ),Cloud Computing,1573,13216320,825,0.79,0.4755244755244755,Waspada,0
2023,Sulawesi Utara,Teknik Komputer & Jaringan (TKJ),Cyber Security,3393,8712942,1898,0.55,0.4406130268199233,Waspada,0
2023,Sulawesi Utara,Rekayasa Perangkat Lunak (RPL),Web Development,3424,12268810,1496,0.76,0.5630841121495327,Kritis,0
2023,Sulawesi Utara,Rekayasa Perangkat Lunak (RPL),Data Analytics,2052,13323838,1938,0.52,0.0555555555555555,Waspada,0
2023,Sulawesi Utara,Teknik Otomasi Industri (TOI),Otomasi Industri,2440,9801045,1993,0.74,0.1831967213114754,Waspada,0
2023,Sulawesi Utara,Teknik Otomasi Industri (TOI),Internet of Things (IoT),1888,9145760,1535,0.68,0.1869703389830508,Waspada,0
2023,Sulawesi Utara,Teknik Logistik,Supply Chain Digital,2833,11953768,2858,0.61,-0.0088245675961877,Surplus,0
2023,Sulawesi Utara,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,1710,13189012,1432,0.62,0.1625730994152046,Waspada,0
2023,Sulawesi Utara,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,1717,6123483,3406,0.5,-0.9836924868957484,Surplus,1
2023,Sulawesi Utara,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,3200,7132517,1876,0.37,0.41375,Waspada,0
2023,Sulawesi Utara,Multimedia/DKV,Desain Grafis & UI/UX,2660,13351881,1879,0.62,0.293609022556391,Waspada,0
2023,Sulawesi Utara,Multimedia/DKV,Content Creation,1282,10187408,2520,0.35,-0.9656786271450858,Surplus,1
2023,Sulawesi Tengah,Teknik Komputer & Jaringan (TKJ),Cloud Computing,3101,10995200,1809,0.38,0.4166397936149629,Waspada,0
2023,Sulawesi Tengah,Teknik Komputer & Jaringan (TKJ),Cyber Security,1250,10358956,1526,0.38,-0.2208,Surplus,1
2023,Sulawesi Tengah,Rekayasa Perangkat Lunak (RPL),Web Development,1916,5643523,1737,0.45,0.0934237995824634,Waspada,0
2023,Sulawesi Tengah,Rekayasa Perangkat Lunak (RPL),Data Analytics,2669,8840479,1714,0.5,0.3578119145747471,Waspada,0
2023,Sulawesi Tengah,Teknik Otomasi Industri (TOI),Otomasi Industri,3281,5986887,2340,0.57,0.2868028040231636,Waspada,0
2023,Sulawesi Tengah,Teknik Otomasi Industri (TOI),Internet of Things (IoT),2774,13696761,1383,0.35,0.5014419610670512,Kritis,0
2023,Sulawesi Tengah,Teknik Logistik,Supply Chain Digital,1873,7515514,2838,0.45,-0.5152162306460224,Surplus,1
2023,Sulawesi Tengah,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,1467,9634357,1843,0.46,-0.256305385139741,Surplus,1
2023,Sulawesi Tengah,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,1435,11902173,3801,0.67,-1.648780487804878,Surplus,1
2023,Sulawesi Tengah,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,1962,9692472,2192,0.77,-0.1172273190621814,Surplus,0
2023,Sulawesi Tengah,Multimedia/DKV,Desain Grafis & UI/UX,1823,10980142,3549,0.65,-0.9467910038398244,Surplus,1
2023,Sulawesi Tengah,Multimedia/DKV,Content Creation,2452,8900673,3847,0.51,-0.5689233278955954,Surplus,1
2023,Sulawesi Selatan,Teknik Komputer & Jaringan (TKJ),Cloud Computing,3322,13504434,998,0.48,0.699578567128236,Kritis,0
2023,Sulawesi Selatan,Teknik Komputer & Jaringan (TKJ),Cyber Security,3350,5127359,1930,0.44,0.4238805970149253,Waspada,0
2023,Sulawesi Selatan,Rekayasa Perangkat Lunak (RPL),Web Development,1963,5117537,1563,0.52,0.2037697401935812,Waspada,0
2023,Sulawesi Selatan,Rekayasa Perangkat Lunak (RPL),Data Analytics,2558,9775026,1345,0.75,0.4741985926505082,Waspada,0
2023,Sulawesi Selatan,Teknik Otomasi Industri (TOI),Otomasi Industri,1646,7373619,2574,0.46,-0.5637910085054678,Surplus,1
2023,Sulawesi Selatan,Teknik Otomasi Industri (TOI),Internet of Things (IoT),1448,12065760,2045,0.55,-0.412292817679558,Surplus,1
2023,Sulawesi Selatan,Teknik Logistik,Supply Chain Digital,2558,13439483,1660,0.42,0.3510555121188428,Waspada,0
2023,Sulawesi Selatan,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,1741,9064694,1271,0.39,0.269959793222286,Waspada,0
2023,Sulawesi Selatan,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,3328,6096516,4233,0.73,-0.2719350961538461,Surplus,1
2023,Sulawesi Selatan,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,1996,8263351,1031,0.43,0.4834669338677355,Waspada,0
2023,Sulawesi Selatan,Multimedia/DKV,Desain Grafis & UI/UX,2553,6654971,2649,0.61,-0.0376028202115158,Surplus,0
2023,Sulawesi Selatan,Multimedia/DKV,Content Creation,3075,13838807,2964,0.83,0.0360975609756097,Waspada,0
2023,Sulawesi Tenggara,Teknik Komputer & Jaringan (TKJ),Cloud Computing,1268,6649396,655,0.59,0.4834384858044164,Waspada,0
2023,Sulawesi Tenggara,Teknik Komputer & Jaringan (TKJ),Cyber Security,2673,7491276,1159,0.65,0.5664047886270108,Kritis,0
2023,Sulawesi Tenggara,Rekayasa Perangkat Lunak (RPL),Web Development,3373,7326954,932,0.67,0.7236881114734658,Kritis,0
2023,Sulawesi Tenggara,Rekayasa Perangkat Lunak (RPL),Data Analytics,1242,12807407,1727,0.73,-0.3904991948470209,Surplus,1
2023,Sulawesi Tenggara,Teknik Otomasi Industri (TOI),Otomasi Industri,3106,13850222,2125,0.74,0.3158403090792015,Waspada,0
2023,Sulawesi Tenggara,Teknik Otomasi Industri (TOI),Internet of Things (IoT),1960,12801482,2214,0.6,-0.1295918367346938,Surplus,1
2023,Sulawesi Tenggara,Teknik Logistik,Supply Chain Digital,3135,5872647,2827,0.84,0.0982456140350877,Waspada,0
2023,Sulawesi Tenggara,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,2099,9906563,1894,0.76,0.0976655550262029,Waspada,0
2023,Sulawesi Tenggara,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2919,11263768,1654,0.44,0.4333675916409729,Waspada,0
2023,Sulawesi Tenggara,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,3087,10406594,2446,0.58,0.2076449627470035,Waspada,0
2023,Sulawesi Tenggara,Multimedia/DKV,Desain Grafis & UI/UX,1866,6750367,3036,0.41,-0.6270096463022508,Surplus,1
2023,Sulawesi Tenggara,Multimedia/DKV,Content Creation,3169,6401596,3601,0.71,-0.1363206058693594,Surplus,0
2023,Gorontalo,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2228,10523601,1729,0.52,0.223967684021544,Waspada,0
2023,Gorontalo,Teknik Komputer & Jaringan (TKJ),Cyber Security,1803,10079548,1586,0.75,0.1203549639489739,Waspada,0
2023,Gorontalo,Rekayasa Perangkat Lunak (RPL),Web Development,2628,12704069,959,0.42,0.6350837138508372,Kritis,0
2023,Gorontalo,Rekayasa Perangkat Lunak (RPL),Data Analytics,3480,7045131,1027,0.52,0.7048850574712644,Kritis,0
2023,Gorontalo,Teknik Otomasi Industri (TOI),Otomasi Industri,3168,13280473,2331,0.43,0.2642045454545454,Waspada,0
2023,Gorontalo,Teknik Otomasi Industri (TOI),Internet of Things (IoT),3036,10255770,2360,0.7,0.22266139657444,Waspada,0
2023,Gorontalo,Teknik Logistik,Supply Chain Digital,3496,7706158,2099,0.69,0.3995995423340961,Waspada,0
2023,Gorontalo,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,2344,6022869,1108,0.82,0.5273037542662116,Kritis,0
2023,Gorontalo,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,3486,7925354,1596,0.51,0.5421686746987951,Kritis,0
2023,Gorontalo,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,1247,9582883,2497,0.43,-1.0024057738572574,Surplus,1
2023,Gorontalo,Multimedia/DKV,Desain Grafis & UI/UX,2480,8782588,3850,0.54,-0.5524193548387096,Surplus,1
2023,Gorontalo,Multimedia/DKV,Content Creation,2915,10960686,3712,0.54,-0.2734133790737564,Surplus,1
2023,Sulawesi Barat,Teknik Komputer & Jaringan (TKJ),Cloud Computing,1838,5435605,1202,0.74,0.3460282916213275,Waspada,0
2023,Sulawesi Barat,Teknik Komputer & Jaringan (TKJ),Cyber Security,1725,9383897,1587,0.36,0.08,Waspada,0
2023,Sulawesi Barat,Rekayasa Perangkat Lunak (RPL),Web Development,1227,12213718,1186,0.66,0.0334148329258353,Waspada,0
2023,Sulawesi Barat,Rekayasa Perangkat Lunak (RPL),Data Analytics,3325,11659991,1087,0.57,0.6730827067669173,Kritis,0
2023,Sulawesi Barat,Teknik Otomasi Industri (TOI),Otomasi Industri,1564,11358221,2923,0.63,-0.868925831202046,Surplus,1
2023,Sulawesi Barat,Teknik Otomasi Industri (TOI),Internet of Things (IoT),2535,6107506,1924,0.76,0.241025641025641,Waspada,0
2023,Sulawesi Barat,Teknik Logistik,Supply Chain Digital,2230,7701614,1888,0.62,0.1533632286995515,Waspada,0
2023,Sulawesi Barat,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,2118,8508654,2191,0.38,-0.034466477809254,Surplus,0
2023,Sulawesi Barat,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2731,12115436,1788,0.5,0.3452947638227755,Waspada,0
2023,Sulawesi Barat,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,3106,6015502,2359,0.78,0.2405022537025112,Waspada,0
2023,Sulawesi Barat,Multimedia/DKV,Desain Grafis & UI/UX,2415,7119049,2286,0.83,0.0534161490683229,Waspada,0
2023,Sulawesi Barat,Multimedia/DKV,Content Creation,2262,12387768,4471,0.63,-0.9765694076038904,Surplus,1
2023,Maluku,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2496,6992614,1114,0.46,0.5536858974358975,Kritis,0
2023,Maluku,Teknik Komputer & Jaringan (TKJ),Cyber Security,3333,5570173,1675,0.78,0.4974497449744974,Waspada,0
2023,Maluku,Rekayasa Perangkat Lunak (RPL),Web Development,1736,10442264,1743,0.69,-0.0040322580645161,Surplus,0
2023,Maluku,Rekayasa Perangkat Lunak (RPL),Data Analytics,2803,5267010,927,0.5,0.6692829111666072,Kritis,0
2023,Maluku,Teknik Otomasi Industri (TOI),Otomasi Industri,1432,9021038,2399,0.76,-0.6752793296089385,Surplus,1
2023,Maluku,Teknik Otomasi Industri (TOI),Internet of Things (IoT),3475,13176430,1312,0.75,0.6224460431654676,Kritis,0
2023,Maluku,Teknik Logistik,Supply Chain Digital,2693,8680993,1518,0.51,0.4363163757890828,Waspada,0
2023,Maluku,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,1822,7368103,1374,0.64,0.2458836443468715,Waspada,0
2023,Maluku,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,2741,9996467,4210,0.84,-0.5359357898577162,Surplus,1
2023,Maluku,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,2505,13761343,2202,0.36,0.1209580838323353,Waspada,0
2023,Maluku,Multimedia/DKV,Desain Grafis & UI/UX,2961,7497143,2194,0.43,0.2590341100979398,Waspada,0
2023,Maluku,Multimedia/DKV,Content Creation,2076,6114532,1668,0.36,0.1965317919075144,Waspada,0
2023,Maluku Utara,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2512,5744789,1682,0.5,0.3304140127388535,Waspada,0
2023,Maluku Utara,Teknik Komputer & Jaringan (TKJ),Cyber Security,2933,13714501,1498,0.56,0.4892601431980907,Waspada,0
2023,Maluku Utara,Rekayasa Perangkat Lunak (RPL),Web Development,2726,7055363,1235,0.52,0.5469552457813647,Kritis,0
2023,Maluku Utara,Rekayasa Perangkat Lunak (RPL),Data Analytics,2830,8948887,1019,0.79,0.6399293286219081,Kritis,0
2023,Maluku Utara,Teknik Otomasi Industri (TOI),Otomasi Industri,2360,13857014,2092,0.38,0.1135593220338983,Waspada,0
2023,Maluku Utara,Teknik Otomasi Industri (TOI),Internet of Things (IoT),1442,5833255,2082,0.53,-0.4438280166435506,Surplus,1
2023,Maluku Utara,Teknik Logistik,Supply Chain Digital,1428,13002787,1049,0.57,0.265406162464986,Waspada,0
2023,Maluku Utara,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,2119,13729285,1018,0.69,0.5195847097687588,Kritis,0
2023,Maluku Utara,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,1667,7894235,4371,0.38,-1.6220755848830235,Surplus,1
2023,Maluku Utara,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,1274,10786126,1558,0.54,-0.2229199372056514,Surplus,1
2023,Maluku Utara,Multimedia/DKV,Desain Grafis & UI/UX,1845,5187952,1932,0.67,-0.0471544715447154,Surplus,0
2023,Maluku Utara,Multimedia/DKV,Content Creation,2829,5830117,4075,0.72,-0.4404383174266525,Surplus,1
2023,Papua,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2146,7157821,789,0.45,0.6323392357875116,Kritis,0
2023,Papua,Teknik Komputer & Jaringan (TKJ),Cyber Security,2664,13713742,1576,0.74,0.4084084084084084,Waspada,0
2023,Papua,Rekayasa Perangkat Lunak (RPL),Web Development,2615,5044761,1625,0.4,0.378585086042065,Waspada,0
2023,Papua,Rekayasa Perangkat Lunak (RPL),Data Analytics,2658,13186180,1333,0.51,0.4984951091045899,Waspada,0
2023,Papua,Teknik Otomasi Industri (TOI),Otomasi Industri,2633,4864323,1830,0.57,0.3049753133308013,Waspada,0
2023,Papua,Teknik Otomasi Industri (TOI),Internet of Things (IoT),3010,6037715,1568,0.36,0.4790697674418605,Waspada,0
2023,Papua,Teknik Logistik,Supply Chain Digital,1424,12840979,2597,0.61,-0.8237359550561798,Surplus,1
2023,Papua,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,1312,11481134,1016,0.4,0.2256097560975609,Waspada,0
2023,Papua,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,3248,10147417,3889,0.41,-0.1973522167487684,Surplus,1
2023,Papua,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,1853,10609701,2341,0.63,-0.2633567188343227,Surplus,1
2023,Papua,Multimedia/DKV,Desain Grafis & UI/UX,3028,13471370,3157,0.7,-0.0426023778071334,Surplus,0
2023,Papua,Multimedia/DKV,Content Creation,3226,5371650,2136,0.45,0.337879727216367,Waspada,0
2023,Papua Barat,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2101,7663793,1762,0.55,0.1613517372679676,Waspada,0
2023,Papua Barat,Teknik Komputer & Jaringan (TKJ),Cyber Security,3239,11681289,1311,0.65,0.5952454461253474,Kritis,0
2023,Papua Barat,Rekayasa Perangkat Lunak (RPL),Web Development,1460,8557974,713,0.59,0.5116438356164383,Kritis,0
2023,Papua Barat,Rekayasa Perangkat Lunak (RPL),Data Analytics,2873,12011179,784,0.67,0.7271145144448312,Kritis,0
2023,Papua Barat,Teknik Otomasi Industri (TOI),Otomasi Industri,3260,8999591,2815,0.68,0.1365030674846625,Waspada,0
2023,Papua Barat,Teknik Otomasi Industri (TOI),Internet of Things (IoT),2819,7954240,1021,0.42,0.6378148279531749,Kritis,0
2023,Papua Barat,Teknik Logistik,Supply Chain Digital,2542,12596324,2462,0.39,0.03147128245476,Waspada,0
2023,Papua Barat,Teknik Kendaraan Ringan (TKR),Mekanik Otomotif,3194,6990222,1668,0.81,0.4777708202880401,Waspada,0
2023,Papua Barat,Akuntansi & Keuangan Lembaga (AKL),Akuntansi Digital,3143,7519269,1528,0.5,0.5138402799872733,Kritis,0
2023,Papua Barat,Usaha Layanan Pariwisata (ULP),Hospitality & Pariwisata,3238,10472354,1949,0.7,0.3980852378011118,Waspada,0
2023,Papua Barat,Multimedia/DKV,Desain Grafis & UI/UX,2318,5586667,2103,0.66,0.0927523727351164,Waspada,0
2023,Papua Barat,Multimedia/DKV,Content Creation,3169,6512503,2049,0.63,0.3534237929946355,Waspada,0
2023,Papua Selatan,Teknik Komputer & Jaringan (TKJ),Cloud Computing,2360,12860833,1515,0.36,0.3580508474576271,Waspada,0
2023,Papua Selatan,Teknik Komputer & Jaringan (TKJ),Cyber Security,2770,7669760,1857,0.54,0.3296028880866426,Waspada,0
